video_id,subset,action,class_id,start_frame,end_frame,bbox,tensor_path,file_exists
63207,train,"[49, 1, 21]",21,1,21,"[82, 14, 226, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63207.pt,True
63200,train,"[49, 1, 93]",21,1,93,"[28, 0, 290, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63200.pt,True
63202,train,"[49, 1, 62]",21,1,62,"[410, 57, 816, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63202.pt,True
63203,train,"[49, 1, 31]",21,1,31,"[640, 39, 1468, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63203.pt,True
51063,train,"[46, 1, 63]",19,1,63,"[70, 17, 218, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/51063.pt,True
07961,train,"[79, 1, 70]",32,1,70,"[213, 11, 525, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/07961.pt,True
65889,train,"[12, 1, 65]",6,1,65,"[188, 15, 469, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65889.pt,True
66769,train,"[30, 1, 49]",15,1,49,"[173, 7, 480, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/66769.pt,True
65263,train,"[79, 1, 69]",32,1,69,"[158, 12, 462, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65263.pt,True
05740,train,"[3, 1, 42]",1,1,42,"[90, 22, 203, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05740.pt,True
05743,train,"[3, 1, 41]",1,1,41,"[43, 3, 212, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05743.pt,True
05742,train,"[3, 1, 25]",1,1,25,"[67, 14, 216, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05742.pt,True
05749,train,"[3, 1, 77]",1,1,77,"[167, 52, 512, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05749.pt,True
10158,train,"[81, 1, 36]",33,1,36,"[75, 13, 197, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/10158.pt,True
13199,train,"[20, 1, 48]",12,1,48,"[609, 80, 1589, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/13199.pt,True
14894,train,"[10, 1, 34]",4,1,34,"[60, 24, 206, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14894.pt,True
14893,train,"[10, 1, 38]",4,1,38,"[66, 24, 205, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14893.pt,True
66799,train,"[31, 1, 57]",16,1,57,"[167, 2, 479, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/66799.pt,True
66798,train,"[31, 1, 51]",16,1,51,"[188, 8, 488, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/66798.pt,True
65187,train,"[53, 1, 69]",22,1,69,"[157, 17, 460, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65187.pt,True
01387,train,"[76, 1, 42]",31,1,42,"[525, 51, 1520, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/01387.pt,True
56852,train,"[48, 1, 72]",20,1,72,"[205, 53, 569, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/56852.pt,True
24955,train,"[5, 1, 52]",2,1,52,"[79, 22, 201, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24955.pt,True
24954,train,"[5, 1, 52]",2,1,52,"[79, 22, 201, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24954.pt,True
24956,train,"[5, 1, 39]",2,1,39,"[81, 22, 199, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24956.pt,True
10166,train,"[81, 1, 80]",33,1,80,"[175, 52, 541, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/10166.pt,True
14882,train,"[10, 1, 92]",4,1,92,"[186, 15, 525, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14882.pt,True
14884,train,"[10, 1, 33]",4,1,33,"[677, 59, 1527, 1061]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14884.pt,True
14885,train,"[10, 1, 23]",4,1,23,"[727, 115, 1483, 1078]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14885.pt,True
14886,train,"[10, 1, 33]",4,1,33,"[445, 35, 1030, 709]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14886.pt,True
10147,train,"[81, 1, 72]",33,1,72,"[39, 1, 239, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/10147.pt,True
10148,train,"[81, 1, 34]",33,1,34,"[521, 52, 1638, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/10148.pt,True
51056,train,"[46, 1, 84]",19,1,84,"[26, 0, 278, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/51056.pt,True
51057,train,"[46, 1, 85]",19,1,85,"[189, 14, 522, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/51057.pt,True
51058,train,"[46, 1, 81]",19,1,81,"[209, 17, 526, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/51058.pt,True
51059,train,"[46, 1, 98]",19,1,98,"[231, 13, 575, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/51059.pt,True
56841,train,"[48, 1, 40]",20,1,40,"[451, 55, 1451, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/56841.pt,True
65445,train,"[10, 1, 54]",4,1,54,"[170, 15, 476, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65445.pt,True
56844,train,"[48, 1, 93]",20,1,93,"[146, 19, 549, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/56844.pt,True
24947,train,"[5, 1, 54]",2,1,54,"[58, 2, 557, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24947.pt,True
56848,train,"[48, 1, 31]",20,1,31,"[65, 10, 211, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/56848.pt,True
69325,train,"[38, 1, 80]",18,1,80,"[311, 0, 1071, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/69325.pt,True
24943,train,"[5, 1, 53]",2,1,53,"[283, 19, 812, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24943.pt,True
24940,train,"[5, 1, 88]",2,1,88,"[37, 1, 284, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24940.pt,True
24941,train,"[5, 1, 57]",2,1,57,"[187, 18, 526, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24941.pt,True
63679,train,"[31, 1, 59]",16,1,59,"[231, 38, 486, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63679.pt,True
63673,train,"[31, 1, 37]",16,1,37,"[78, 14, 234, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63673.pt,True
27216,train,"[12, 1, 46]",6,1,46,"[67, 5, 217, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/27216.pt,True
42956,train,"[68, 1, 64]",27,1,64,"[46, 0, 234, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/42956.pt,True
42959,train,"[68, 1, 88]",27,1,88,"[351, 59, 819, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/42959.pt,True
42958,train,"[68, 1, 63]",27,1,63,"[413, 55, 812, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/42958.pt,True
48114,train,"[95, 1, 43]",38,1,43,"[76, 20, 212, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/48114.pt,True
57935,train,"[14, 1, 77]",8,1,77,"[437, 57, 825, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57935.pt,True
57934,train,"[14, 1, 77]",8,1,77,"[427, 57, 820, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57934.pt,True
57937,train,"[14, 1, 28]",8,1,28,"[740, 74, 1629, 1076]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57937.pt,True
57936,train,"[14, 1, 30]",8,1,30,"[840, 75, 1596, 1075]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57936.pt,True
57939,train,"[14, 1, 33]",8,1,33,"[856, 69, 1733, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57939.pt,True
63205,train,"[49, 1, 68]",21,1,68,"[109, 5, 519, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63205.pt,True
24961,train,"[5, 1, 39]",2,1,39,"[78, 25, 214, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24961.pt,True
24973,train,"[5, 1, 92]",2,1,92,"[229, 42, 573, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24973.pt,True
21891,train,"[11, 1, 66]",5,1,66,"[236, 35, 486, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/21891.pt,True
27221,train,"[12, 1, 66]",6,1,66,"[198, 56, 563, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/27221.pt,True
21871,train,"[11, 1, 68]",5,1,68,"[206, 15, 518, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/21871.pt,True
21870,train,"[11, 1, 56]",5,1,56,"[414, 53, 804, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/21870.pt,True
21878,train,"[11, 1, 33]",5,1,33,"[69, 14, 214, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/21878.pt,True
63668,train,"[31, 1, 28]",16,1,28,"[913, 49, 1738, 1071]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63668.pt,True
63666,train,"[31, 1, 60]",16,1,60,"[216, 15, 525, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63666.pt,True
63667,train,"[31, 1, 27]",16,1,27,"[664, 83, 1585, 1072]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63667.pt,True
63665,train,"[31, 1, 62]",16,1,62,"[215, 16, 525, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63665.pt,True
43167,train,"[69, 1, 62]",28,1,62,"[222, 17, 521, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/43167.pt,True
43169,train,"[69, 1, 46]",28,1,46,"[240, 10, 626, 360]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/43169.pt,True
43168,train,"[69, 1, 28]",28,1,28,"[489, 129, 1615, 1065]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/43168.pt,True
38544,train,"[13, 1, 71]",7,1,71,"[258, 38, 509, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/38544.pt,True
64300,train,"[17, 1, 77]",11,1,77,"[235, 44, 478, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/64300.pt,True
63799,train,"[75, 1, 43]",30,1,43,"[50, 17, 211, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63799.pt,True
63792,train,"[75, 1, 44]",30,1,44,"[501, 0, 1402, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63792.pt,True
63793,train,"[75, 1, 66]",30,1,66,"[125, 8, 554, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63793.pt,True
63790,train,"[75, 1, 68]",30,1,68,"[217, 13, 531, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63790.pt,True
63791,train,"[75, 1, 37]",30,1,37,"[534, 52, 1589, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63791.pt,True
48106,train,"[95, 1, 31]",38,1,31,"[500, 46, 1574, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/48106.pt,True
48107,train,"[95, 1, 35]",38,1,35,"[663, 79, 1478, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/48107.pt,True
48109,train,"[95, 1, 66]",38,1,66,"[47, 0, 566, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/48109.pt,True
58499,train,"[73, 1, 66]",29,1,66,"[137, 0, 593, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/58499.pt,True
58498,train,"[73, 1, 64]",29,1,64,"[345, 8, 843, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/58498.pt,True
22130,train,"[38, 1, 73]",18,1,73,"[166, 52, 551, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/22130.pt,True
65299,train,"[8, 1, 65]",3,1,65,"[136, 16, 469, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65299.pt,True
65298,train,"[8, 1, 61]",3,1,61,"[186, 15, 467, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65298.pt,True
07963,train,"[79, 1, 74]",32,1,74,"[102, 30, 523, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/07963.pt,True
07962,train,"[79, 1, 52]",32,1,52,"[381, 38, 1076, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/07962.pt,True
07960,train,"[79, 1, 78]",32,1,78,"[37, 6, 250, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/07960.pt,True
07966,train,"[79, 1, 28]",32,1,28,"[62, 15, 217, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/07966.pt,True
08924,train,"[8, 1, 25]",3,1,25,"[80, 11, 216, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/08924.pt,True
08920,train,"[8, 1, 64]",3,1,64,"[675, 65, 1529, 1060]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/08920.pt,True
08921,train,"[8, 1, 50]",3,1,50,"[66, 24, 572, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/08921.pt,True
56842,train,"[48, 1, 45]",20,1,45,"[683, 64, 1554, 1075]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/56842.pt,True
66183,train,"[13, 1, 58]",7,1,58,"[143, 0, 480, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/66183.pt,True
56846,train,"[48, 1, 36]",20,1,36,"[35, 0, 220, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/56846.pt,True
65824,train,"[5, 1, 43]",2,1,43,"[149, 9, 591, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65824.pt,True
21883,train,"[11, 1, 28]",5,1,28,"[72, 15, 216, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/21883.pt,True
27217,train,"[12, 1, 54]",6,1,54,"[61, 12, 213, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/27217.pt,True
27215,train,"[12, 1, 27]",6,1,27,"[72, 14, 217, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/27215.pt,True
27214,train,"[12, 1, 46]",6,1,46,"[77, 3, 220, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/27214.pt,True
10149,train,"[81, 1, 43]",33,1,43,"[533, 84, 1561, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/10149.pt,True
21869,train,"[11, 1, 84]",5,1,84,"[67, 10, 236, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/21869.pt,True
45436,train,"[94, 1, 78]",37,1,78,"[174, 3, 535, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/45436.pt,True
45434,train,"[94, 1, 66]",37,1,66,"[216, 13, 520, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/45434.pt,True
45433,train,"[94, 1, 79]",37,1,79,"[21, 0, 266, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/45433.pt,True
24962,train,"[5, 1, 37]",2,1,37,"[88, 25, 217, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24962.pt,True
43174,train,"[69, 1, 74]",28,1,74,"[64, 11, 231, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/43174.pt,True
43170,train,"[69, 1, 75]",28,1,75,"[175, 0, 571, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/43170.pt,True
43173,train,"[69, 1, 38]",28,1,38,"[74, 7, 226, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/43173.pt,True
12316,train,"[2, 1, 38]",0,1,38,"[412, 18, 1698, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/12316.pt,True
12317,train,"[2, 1, 46]",0,1,46,"[473, 44, 1708, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/12317.pt,True
12314,train,"[2, 1, 38]",0,1,38,"[257, 38, 1684, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/12314.pt,True
12313,train,"[2, 1, 69]",0,1,69,"[409, 51, 833, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/12313.pt,True
12311,train,"[2, 1, 62]",0,1,62,"[27, 0, 313, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/12311.pt,True
12318,train,"[2, 1, 39]",0,1,39,"[365, 45, 1673, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/12318.pt,True
12319,train,"[2, 1, 35]",0,1,35,"[494, 99, 1414, 1077]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/12319.pt,True
66592,train,"[48, 1, 69]",20,1,69,"[135, 19, 462, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/66592.pt,True
08917,train,"[8, 1, 28]",3,1,28,"[784, 153, 1501, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/08917.pt,True
08916,train,"[8, 1, 75]",3,1,75,"[163, 14, 517, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/08916.pt,True
08919,train,"[8, 1, 74]",3,1,74,"[647, 60, 1538, 1065]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/08919.pt,True
63672,train,"[31, 1, 26]",16,1,26,"[71, 14, 215, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63672.pt,True
11780,train,"[55, 1, 77]",24,1,77,"[188, 53, 535, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/11780.pt,True
27208,train,"[12, 1, 58]",6,1,58,"[80, 14, 536, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/27208.pt,True
27206,train,"[12, 1, 61]",6,1,61,"[211, 16, 525, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/27206.pt,True
27207,train,"[12, 1, 50]",6,1,50,"[665, 54, 1608, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/27207.pt,True
32946,train,"[88, 1, 82]",36,1,82,"[49, 0, 245, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/32946.pt,True
42961,train,"[68, 1, 42]",27,1,42,"[576, 79, 1648, 1077]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/42961.pt,True
42966,train,"[68, 1, 64]",27,1,64,"[63, 8, 219, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/42966.pt,True
