video_id,subset,action,class_id,start_frame,end_frame,bbox,tensor_path,file_exists
56837,train,"[48, 1, 92]",30,1,92,"[64, 0, 264, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/56837.pt,True
06334,train,"[53, 1, 20]",33,1,20,"[656, 92, 1563, 1064]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/06334.pt,True
06337,train,"[53, 1, 55]",33,1,55,"[71, 18, 210, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/06337.pt,True
06331,train,"[53, 1, 63]",33,1,63,"[37, 6, 256, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/06331.pt,True
06333,train,"[53, 1, 37]",33,1,37,"[726, 78, 1601, 1077]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/06333.pt,True
06332,train,"[53, 1, 78]",33,1,78,"[219, 16, 530, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/06332.pt,True
11768,train,"[55, 1, 58]",35,1,58,"[404, 53, 799, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/11768.pt,True
11769,train,"[55, 1, 45]",35,1,45,"[760, 66, 1612, 1062]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/11769.pt,True
11767,train,"[55, 1, 63]",35,1,63,"[231, 17, 522, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/11767.pt,True
64292,train,"[17, 1, 41]",14,1,41,"[79, 23, 212, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/64292.pt,True
64291,train,"[17, 1, 48]",14,1,48,"[81, 25, 212, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/64291.pt,True
65504,train,"[60, 1, 50]",38,1,50,"[146, 16, 458, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65504.pt,True
65507,train,"[36, 1, 59]",25,1,59,"[146, 18, 475, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65507.pt,True
65503,train,"[60, 1, 50]",38,1,50,"[158, 18, 452, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65503.pt,True
45443,train,"[94, 1, 66]",59,1,66,"[153, 54, 563, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/45443.pt,True
05734,train,"[3, 1, 69]",2,1,69,"[129, 0, 555, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05734.pt,True
05730,train,"[3, 1, 32]",2,1,32,"[712, 64, 1652, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05730.pt,True
05731,train,"[3, 1, 47]",2,1,47,"[570, 98, 1535, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05731.pt,True
05732,train,"[3, 1, 73]",2,1,73,"[103, 25, 528, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05732.pt,True
05733,train,"[3, 1, 92]",2,1,92,"[95, 23, 533, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05733.pt,True
05229,train,"[77, 1, 72]",50,1,72,"[52, 0, 246, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05229.pt,True
17720,train,"[1, 1, 35]",0,1,35,"[49, 3, 220, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/17720.pt,True
17721,train,"[1, 1, 42]",0,1,42,"[66, 19, 209, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/17721.pt,True
17722,train,"[1, 1, 42]",0,1,42,"[66, 19, 209, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/17722.pt,True
17723,train,"[1, 1, 51]",0,1,51,"[65, 20, 208, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/17723.pt,True
65029,train,"[76, 1, 69]",49,1,69,"[129, 22, 473, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65029.pt,True
63208,train,"[49, 1, 33]",31,1,33,"[73, 13, 224, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63208.pt,True
14680,train,"[59, 1, 31]",37,1,31,"[47, 6, 237, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14680.pt,True
63204,train,"[49, 1, 39]",31,1,39,"[745, 44, 1532, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63204.pt,True
63207,train,"[49, 1, 21]",31,1,21,"[82, 14, 226, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63207.pt,True
63200,train,"[49, 1, 93]",31,1,93,"[28, 0, 290, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63200.pt,True
63202,train,"[49, 1, 62]",31,1,62,"[410, 57, 816, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63202.pt,True
63203,train,"[49, 1, 31]",31,1,31,"[640, 39, 1468, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63203.pt,True
51063,train,"[46, 1, 63]",29,1,63,"[70, 17, 218, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/51063.pt,True
62246,train,"[74, 1, 64]",47,1,64,"[239, 13, 528, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/62246.pt,True
62245,train,"[74, 1, 62]",47,1,62,"[416, 57, 807, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/62245.pt,True
62248,train,"[74, 1, 44]",47,1,44,"[141, 0, 562, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/62248.pt,True
08437,train,"[80, 1, 73]",52,1,73,"[214, 40, 515, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/08437.pt,True
07961,train,"[79, 1, 70]",51,1,70,"[213, 11, 525, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/07961.pt,True
65889,train,"[12, 1, 65]",9,1,65,"[188, 15, 469, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65889.pt,True
28214,train,"[86, 1, 69]",56,1,69,"[176, 54, 560, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/28214.pt,True
28210,train,"[86, 1, 24]",56,1,24,"[74, 4, 218, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/28210.pt,True
28211,train,"[86, 1, 28]",56,1,28,"[77, 5, 217, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/28211.pt,True
66769,train,"[30, 1, 49]",20,1,49,"[173, 7, 480, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/66769.pt,True
05243,train,"[77, 1, 68]",50,1,68,"[160, 42, 557, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05243.pt,True
65263,train,"[79, 1, 69]",51,1,69,"[158, 12, 462, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65263.pt,True
39006,train,"[26, 1, 69]",18,1,69,"[200, 52, 569, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/39006.pt,True
69343,train,"[64, 1, 79]",39,1,79,"[132, 45, 949, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/69343.pt,True
49174,train,"[96, 1, 32]",61,1,32,"[500, 45, 1725, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/49174.pt,True
49175,train,"[96, 1, 39]",61,1,39,"[349, 56, 1688, 1072]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/49175.pt,True
49178,train,"[96, 1, 74]",61,1,74,"[126, 0, 522, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/49178.pt,True
05740,train,"[3, 1, 42]",2,1,42,"[90, 22, 203, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05740.pt,True
05743,train,"[3, 1, 41]",2,1,41,"[43, 3, 212, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05743.pt,True
05742,train,"[3, 1, 25]",2,1,25,"[67, 14, 216, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05742.pt,True
05749,train,"[3, 1, 77]",2,1,77,"[167, 52, 512, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/05749.pt,True
10158,train,"[81, 1, 36]",53,1,36,"[75, 13, 197, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/10158.pt,True
13199,train,"[20, 1, 48]",15,1,48,"[609, 80, 1589, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/13199.pt,True
14894,train,"[10, 1, 34]",7,1,34,"[60, 24, 206, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14894.pt,True
14893,train,"[10, 1, 38]",7,1,38,"[66, 24, 205, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14893.pt,True
45273,train,"[93, 1, 74]",58,1,74,"[213, 38, 551, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/45273.pt,True
62259,train,"[74, 1, 72]",47,1,72,"[232, 39, 498, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/62259.pt,True
62250,train,"[74, 1, 23]",47,1,23,"[77, 15, 234, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/62250.pt,True
62251,train,"[74, 1, 33]",47,1,33,"[83, 15, 225, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/62251.pt,True
31755,train,"[42, 1, 29]",27,1,29,"[84, 8, 220, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/31755.pt,True
31756,train,"[42, 1, 30]",27,1,30,"[79, 8, 220, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/31756.pt,True
31753,train,"[42, 1, 50]",27,1,50,"[104, 15, 574, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/31753.pt,True
31752,train,"[42, 1, 27]",27,1,27,"[578, 125, 1537, 1075]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/31752.pt,True
66799,train,"[31, 1, 57]",21,1,57,"[167, 2, 479, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/66799.pt,True
66798,train,"[31, 1, 51]",21,1,51,"[188, 8, 488, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/66798.pt,True
65216,train,"[33, 1, 61]",22,1,61,"[158, 24, 482, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65216.pt,True
65187,train,"[53, 1, 69]",33,1,69,"[157, 17, 460, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65187.pt,True
32250,train,"[65, 1, 50]",40,1,50,"[139, 31, 518, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/32250.pt,True
32254,train,"[65, 1, 29]",40,1,29,"[74, 7, 221, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/32254.pt,True
32257,train,"[65, 1, 41]",40,1,41,"[43, 3, 212, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/32257.pt,True
01387,train,"[76, 1, 42]",49,1,42,"[525, 51, 1520, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/01387.pt,True
56852,train,"[48, 1, 72]",30,1,72,"[205, 53, 569, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/56852.pt,True
24955,train,"[5, 1, 52]",3,1,52,"[79, 22, 201, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24955.pt,True
24954,train,"[5, 1, 52]",3,1,52,"[79, 22, 201, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24954.pt,True
24956,train,"[5, 1, 39]",3,1,39,"[81, 22, 199, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24956.pt,True
10166,train,"[81, 1, 80]",53,1,80,"[175, 52, 541, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/10166.pt,True
14882,train,"[10, 1, 92]",7,1,92,"[186, 15, 525, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14882.pt,True
14884,train,"[10, 1, 33]",7,1,33,"[677, 59, 1527, 1061]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14884.pt,True
14885,train,"[10, 1, 23]",7,1,23,"[727, 115, 1483, 1078]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14885.pt,True
14886,train,"[10, 1, 33]",7,1,33,"[445, 35, 1030, 709]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14886.pt,True
45263,train,"[93, 1, 34]",58,1,34,"[368, 108, 1509, 1078]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/45263.pt,True
45261,train,"[93, 1, 67]",58,1,67,"[62, 21, 290, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/45261.pt,True
45264,train,"[93, 1, 42]",58,1,42,"[744, 77, 1564, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/45264.pt,True
45265,train,"[93, 1, 73]",58,1,73,"[156, 0, 567, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/45265.pt,True
10147,train,"[81, 1, 72]",53,1,72,"[39, 1, 239, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/10147.pt,True
10148,train,"[81, 1, 34]",53,1,34,"[521, 52, 1638, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/10148.pt,True
06832,train,"[33, 1, 64]",22,1,64,"[41, 0, 232, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/06832.pt,True
06833,train,"[33, 1, 59]",22,1,59,"[225, 18, 519, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/06833.pt,True
06834,train,"[33, 1, 43]",22,1,43,"[188, 0, 794, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/06834.pt,True
06835,train,"[33, 1, 68]",22,1,68,"[125, 26, 528, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/06835.pt,True
06839,train,"[33, 1, 31]",22,1,31,"[90, 21, 213, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/06839.pt,True
65996,train,"[42, 1, 64]",27,1,64,"[199, 15, 504, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65996.pt,True
51056,train,"[46, 1, 84]",29,1,84,"[26, 0, 278, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/51056.pt,True
51057,train,"[46, 1, 85]",29,1,85,"[189, 14, 522, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/51057.pt,True
51058,train,"[46, 1, 81]",29,1,81,"[209, 17, 526, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/51058.pt,True
51059,train,"[46, 1, 98]",29,1,98,"[231, 13, 575, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/51059.pt,True
32248,train,"[65, 1, 29]",40,1,29,"[553, 64, 1679, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/32248.pt,True
32249,train,"[65, 1, 77]",40,1,77,"[146, 0, 572, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/32249.pt,True
65440,train,"[59, 1, 65]",37,1,65,"[156, 10, 531, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65440.pt,True
56841,train,"[48, 1, 40]",30,1,40,"[451, 55, 1451, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/56841.pt,True
65445,train,"[10, 1, 54]",7,1,54,"[170, 15, 476, 370]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/65445.pt,True
56844,train,"[48, 1, 93]",30,1,93,"[146, 19, 549, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/56844.pt,True
24947,train,"[5, 1, 54]",3,1,54,"[58, 2, 557, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24947.pt,True
56848,train,"[48, 1, 31]",30,1,31,"[65, 10, 211, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/56848.pt,True
69325,train,"[38, 1, 80]",26,1,80,"[311, 0, 1071, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/69325.pt,True
24943,train,"[5, 1, 53]",3,1,53,"[283, 19, 812, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24943.pt,True
24940,train,"[5, 1, 88]",3,1,88,"[37, 1, 284, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24940.pt,True
24941,train,"[5, 1, 57]",3,1,57,"[187, 18, 526, 414]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24941.pt,True
38990,train,"[26, 1, 78]",18,1,78,"[58, 2, 262, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/38990.pt,True
38995,train,"[26, 1, 71]",18,1,71,"[124, 0, 532, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/38995.pt,True
38997,train,"[26, 1, 36]",18,1,36,"[78, 20, 219, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/38997.pt,True
38999,train,"[26, 1, 27]",18,1,27,"[85, 19, 229, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/38999.pt,True
57647,train,"[29, 1, 71]",19,1,71,"[171, 50, 538, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57647.pt,True
57641,train,"[29, 1, 26]",19,1,26,"[64, 16, 214, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57641.pt,True
63679,train,"[31, 1, 59]",21,1,59,"[231, 38, 486, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63679.pt,True
63673,train,"[31, 1, 37]",21,1,37,"[78, 14, 234, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63673.pt,True
27216,train,"[12, 1, 46]",9,1,46,"[67, 5, 217, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/27216.pt,True
42956,train,"[68, 1, 64]",42,1,64,"[46, 0, 234, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/42956.pt,True
42959,train,"[68, 1, 88]",42,1,88,"[351, 59, 819, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/42959.pt,True
42958,train,"[68, 1, 63]",42,1,63,"[413, 55, 812, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/42958.pt,True
48114,train,"[95, 1, 43]",60,1,43,"[76, 20, 212, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/48114.pt,True
14676,train,"[59, 1, 71]",37,1,71,"[79, 26, 581, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14676.pt,True
14671,train,"[59, 1, 77]",37,1,77,"[39, 0, 288, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/14671.pt,True
57935,train,"[14, 1, 77]",11,1,77,"[437, 57, 825, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57935.pt,True
57934,train,"[14, 1, 77]",11,1,77,"[427, 57, 820, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57934.pt,True
57937,train,"[14, 1, 28]",11,1,28,"[740, 74, 1629, 1076]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57937.pt,True
57936,train,"[14, 1, 30]",11,1,30,"[840, 75, 1596, 1075]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57936.pt,True
57939,train,"[14, 1, 33]",11,1,33,"[856, 69, 1733, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57939.pt,True
63205,train,"[49, 1, 68]",31,1,68,"[109, 5, 519, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/63205.pt,True
08424,train,"[80, 1, 62]",52,1,62,"[44, 0, 262, 240]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/08424.pt,True
08935,train,"[35, 1, 50]",24,1,50,"[434, 54, 814, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/08935.pt,True
08937,train,"[35, 1, 76]",24,1,76,"[69, 17, 552, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/08937.pt,True
08936,train,"[35, 1, 54]",24,1,54,"[201, 5, 823, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/08936.pt,True
08938,train,"[35, 1, 49]",24,1,49,"[110, 29, 555, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/08938.pt,True
50044,train,"[71, 1, 23]",44,1,23,"[74, 14, 239, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/50044.pt,True
50046,train,"[71, 1, 31]",44,1,31,"[49, 7, 216, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/50046.pt,True
50040,train,"[71, 1, 37]",44,1,37,"[609, 66, 1407, 1080]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/50040.pt,True
24961,train,"[5, 1, 39]",3,1,39,"[78, 25, 214, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/24961.pt,True
13647,train,"[9, 1, 68]",6,1,68,"[205, 43, 479, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/13647.pt,True
13646,train,"[9, 1, 62]",6,1,62,"[174, 36, 487, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/13646.pt,True
13642,train,"[9, 1, 34]",6,1,34,"[54, 9, 222, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/13642.pt,True
13640,train,"[9, 1, 51]",6,1,51,"[52, 9, 225, 192]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/13640.pt,True
57634,train,"[29, 1, 51]",19,1,51,"[121, 31, 528, 480]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57634.pt,True
13648,train,"[9, 1, 60]",6,1,60,"[192, 41, 488, 400]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/13648.pt,True
57630,train,"[29, 1, 58]",19,1,58,"[402, 56, 823, 720]",/home/vedant/Code/AI_ML_RL_RO/Projects/sign_language_detection/data/processed/train/57630.pt,True
